20211120162739,10.0.0.4,54947,10.0.0.10,5001,3,0.0-1.0,132300,1058400
20211120162740,10.0.0.4,54947,10.0.0.10,5001,3,1.0-2.0,130830,1046640
20211120162741,10.0.0.4,54947,10.0.0.10,5001,3,2.0-3.0,130830,1046640
20211120162742,10.0.0.4,54947,10.0.0.10,5001,3,3.0-4.0,130830,1046640
20211120162743,10.0.0.4,54947,10.0.0.10,5001,3,4.0-5.0,130830,1046640
20211120162744,10.0.0.4,54947,10.0.0.10,5001,3,5.0-6.0,130830,1046640
20211120162745,10.0.0.4,54947,10.0.0.10,5001,3,6.0-7.0,132300,1058400
20211120162746,10.0.0.4,54947,10.0.0.10,5001,3,7.0-8.0,130830,1046640
20211120162747,10.0.0.4,54947,10.0.0.10,5001,3,8.0-9.0,130830,1046640
20211120162748,10.0.0.4,54947,10.0.0.10,5001,3,9.0-10.0,130830,1046640
20211120162749,10.0.0.4,54947,10.0.0.10,5001,3,10.0-11.0,130830,1046640
20211120162750,10.0.0.4,54947,10.0.0.10,5001,3,11.0-12.0,130830,1046640
20211120162751,10.0.0.4,54947,10.0.0.10,5001,3,12.0-13.0,132300,1058400
20211120162752,10.0.0.4,54947,10.0.0.10,5001,3,13.0-14.0,130830,1046640
20211120162753,10.0.0.4,54947,10.0.0.10,5001,3,14.0-15.0,130830,1046640
20211120162754,10.0.0.4,54947,10.0.0.10,5001,3,15.0-16.0,130830,1046640
20211120162755,10.0.0.4,54947,10.0.0.10,5001,3,16.0-17.0,130830,1046640
20211120162756,10.0.0.4,54947,10.0.0.10,5001,3,17.0-18.0,130830,1046640
20211120162757,10.0.0.4,54947,10.0.0.10,5001,3,18.0-19.0,132300,1058400
20211120162758,10.0.0.4,54947,10.0.0.10,5001,3,19.0-20.0,130830,1046640
20211120162759,10.0.0.4,54947,10.0.0.10,5001,3,20.0-21.0,130830,1046640
20211120162800,10.0.0.4,54947,10.0.0.10,5001,3,21.0-22.0,130830,1046640
20211120162801,10.0.0.4,54947,10.0.0.10,5001,3,22.0-23.0,130830,1046640
20211120162802,10.0.0.4,54947,10.0.0.10,5001,3,23.0-24.0,130830,1046640
20211120162803,10.0.0.4,54947,10.0.0.10,5001,3,24.0-25.0,132300,1058400
20211120162804,10.0.0.4,54947,10.0.0.10,5001,3,25.0-26.0,130830,1046640
20211120162805,10.0.0.4,54947,10.0.0.10,5001,3,26.0-27.0,130830,1046640
20211120162806,10.0.0.4,54947,10.0.0.10,5001,3,27.0-28.0,130830,1046640
20211120162807,10.0.0.4,54947,10.0.0.10,5001,3,28.0-29.0,130830,1046640
20211120162808,10.0.0.4,54947,10.0.0.10,5001,3,29.0-30.0,130830,1046640
20211120162809,10.0.0.4,54947,10.0.0.10,5001,3,30.0-31.0,132300,1058400
20211120162810,10.0.0.4,54947,10.0.0.10,5001,3,31.0-32.0,130830,1046640
20211120162811,10.0.0.4,54947,10.0.0.10,5001,3,32.0-33.0,130830,1046640
20211120162812,10.0.0.4,54947,10.0.0.10,5001,3,33.0-34.0,130830,1046640
20211120162813,10.0.0.4,54947,10.0.0.10,5001,3,34.0-35.0,130830,1046640
20211120162814,10.0.0.4,54947,10.0.0.10,5001,3,35.0-36.0,130830,1046640
20211120162815,10.0.0.4,54947,10.0.0.10,5001,3,36.0-37.0,132300,1058400
20211120162816,10.0.0.4,54947,10.0.0.10,5001,3,37.0-38.0,130830,1046640
20211120162817,10.0.0.4,54947,10.0.0.10,5001,3,38.0-39.0,130830,1046640
20211120162818,10.0.0.4,54947,10.0.0.10,5001,3,39.0-40.0,130830,1046640
20211120162819,10.0.0.4,54947,10.0.0.10,5001,3,40.0-41.0,130830,1046640
20211120162820,10.0.0.4,54947,10.0.0.10,5001,3,41.0-42.0,130830,1046640
20211120162821,10.0.0.4,54947,10.0.0.10,5001,3,42.0-43.0,132300,1058400
20211120162822,10.0.0.4,54947,10.0.0.10,5001,3,43.0-44.0,130830,1046640
20211120162823,10.0.0.4,54947,10.0.0.10,5001,3,44.0-45.0,130830,1046640
20211120162824,10.0.0.4,54947,10.0.0.10,5001,3,45.0-46.0,130830,1046640
20211120162825,10.0.0.4,54947,10.0.0.10,5001,3,46.0-47.0,130830,1046640
20211120162826,10.0.0.4,54947,10.0.0.10,5001,3,47.0-48.0,130830,1046640
20211120162827,10.0.0.4,54947,10.0.0.10,5001,3,48.0-49.0,132300,1058400
20211120162828,10.0.0.4,54947,10.0.0.10,5001,3,49.0-50.0,130830,1046640
20211120162829,10.0.0.4,54947,10.0.0.10,5001,3,50.0-51.0,130830,1046640
20211120162830,10.0.0.4,54947,10.0.0.10,5001,3,51.0-52.0,130830,1046640
20211120162831,10.0.0.4,54947,10.0.0.10,5001,3,52.0-53.0,130830,1046640
20211120162832,10.0.0.4,54947,10.0.0.10,5001,3,53.0-54.0,130830,1046640
20211120162833,10.0.0.4,54947,10.0.0.10,5001,3,54.0-55.0,132300,1058400
20211120162834,10.0.0.4,54947,10.0.0.10,5001,3,55.0-56.0,130830,1046640
20211120162835,10.0.0.4,54947,10.0.0.10,5001,3,56.0-57.0,130830,1046640
20211120162836,10.0.0.4,54947,10.0.0.10,5001,3,57.0-58.0,130830,1046640
20211120162837,10.0.0.4,54947,10.0.0.10,5001,3,58.0-59.0,130830,1046640
20211120162838,10.0.0.4,54947,10.0.0.10,5001,3,59.0-60.0,130830,1046640
20211120162839,10.0.0.4,54947,10.0.0.10,5001,3,60.0-61.0,14620,116960
