20211121100237,10.0.0.6,47799,10.0.0.10,5001,3,0.0-1.0,262144,2097152
20211121100238,10.0.0.6,47799,10.0.0.10,5001,3,1.0-2.0,131072,1048576
20211121100239,10.0.0.6,47799,10.0.0.10,5001,3,2.0-3.0,131072,1048576
20211121100240,10.0.0.6,47799,10.0.0.10,5001,3,3.0-4.0,131072,1048576
20211121100241,10.0.0.6,47799,10.0.0.10,5001,3,4.0-5.0,131072,1048576
20211121100242,10.0.0.6,47799,10.0.0.10,5001,3,5.0-6.0,131072,1048576
20211121100244,10.0.0.6,47799,10.0.0.10,5001,3,6.0-7.0,131072,1048576
20211121100244,10.0.0.6,47799,10.0.0.10,5001,3,7.0-8.0,0,0
20211121100245,10.0.0.6,47799,10.0.0.10,5001,3,8.0-9.0,131072,1048576
20211121100246,10.0.0.6,47799,10.0.0.10,5001,3,9.0-10.0,131072,1048576
20211121100247,10.0.0.6,47799,10.0.0.10,5001,3,10.0-11.0,131072,1048576
20211121100248,10.0.0.6,47799,10.0.0.10,5001,3,11.0-12.0,131072,1048576
20211121100249,10.0.0.6,47799,10.0.0.10,5001,3,12.0-13.0,131072,1048576
20211121100250,10.0.0.6,47799,10.0.0.10,5001,3,13.0-14.0,131072,1048576
20211121100251,10.0.0.6,47799,10.0.0.10,5001,3,14.0-15.0,131072,1048576
20211121100252,10.0.0.6,47799,10.0.0.10,5001,3,15.0-16.0,131072,1048576
20211121100254,10.0.0.6,47799,10.0.0.10,5001,3,16.0-17.0,131072,1048576
20211121100254,10.0.0.6,47799,10.0.0.10,5001,3,17.0-18.0,131072,1048576
20211121100254,10.0.0.6,47799,10.0.0.10,5001,3,18.0-19.0,0,0
20211121100256,10.0.0.6,47799,10.0.0.10,5001,3,19.0-20.0,131072,1048576
20211121100257,10.0.0.6,47799,10.0.0.10,5001,3,20.0-21.0,131072,1048576
20211121100258,10.0.0.6,47799,10.0.0.10,5001,3,21.0-22.0,131072,1048576
20211121100259,10.0.0.6,47799,10.0.0.10,5001,3,22.0-23.0,131072,1048576
20211121100300,10.0.0.6,47799,10.0.0.10,5001,3,23.0-24.0,131072,1048576
20211121100301,10.0.0.6,47799,10.0.0.10,5001,3,24.0-25.0,131072,1048576
20211121100302,10.0.0.6,47799,10.0.0.10,5001,3,25.0-26.0,131072,1048576
20211121100303,10.0.0.6,47799,10.0.0.10,5001,3,26.0-27.0,131072,1048576
20211121100304,10.0.0.6,47799,10.0.0.10,5001,3,27.0-28.0,131072,1048576
20211121100305,10.0.0.6,47799,10.0.0.10,5001,3,28.0-29.0,131072,1048576
20211121100307,10.0.0.6,47799,10.0.0.10,5001,3,29.0-30.0,131072,1048576
20211121100307,10.0.0.6,47799,10.0.0.10,5001,3,30.0-31.0,0,0
20211121100308,10.0.0.6,47799,10.0.0.10,5001,3,31.0-32.0,131072,1048576
20211121100309,10.0.0.6,47799,10.0.0.10,5001,3,32.0-33.0,131072,1048576
20211121100310,10.0.0.6,47799,10.0.0.10,5001,3,33.0-34.0,131072,1048576
20211121100311,10.0.0.6,47799,10.0.0.10,5001,3,34.0-35.0,131072,1048576
20211121100312,10.0.0.6,47799,10.0.0.10,5001,3,35.0-36.0,131072,1048576
20211121100313,10.0.0.6,47799,10.0.0.10,5001,3,36.0-37.0,131072,1048576
20211121100314,10.0.0.6,47799,10.0.0.10,5001,3,37.0-38.0,131072,1048576
20211121100315,10.0.0.6,47799,10.0.0.10,5001,3,38.0-39.0,131072,1048576
20211121100317,10.0.0.6,47799,10.0.0.10,5001,3,39.0-40.0,131072,1048576
20211121100317,10.0.0.6,47799,10.0.0.10,5001,3,40.0-41.0,131072,1048576
20211121100317,10.0.0.6,47799,10.0.0.10,5001,3,41.0-42.0,0,0
20211121100320,10.0.0.6,47799,10.0.0.10,5001,3,42.0-43.0,262144,2097152
20211121100320,10.0.0.6,47799,10.0.0.10,5001,3,43.0-44.0,0,0
20211121100321,10.0.0.6,47799,10.0.0.10,5001,3,44.0-45.0,131072,1048576
20211121100322,10.0.0.6,47799,10.0.0.10,5001,3,45.0-46.0,131072,1048576
20211121100323,10.0.0.6,47799,10.0.0.10,5001,3,46.0-47.0,131072,1048576
20211121100324,10.0.0.6,47799,10.0.0.10,5001,3,47.0-48.0,131072,1048576
20211121100325,10.0.0.6,47799,10.0.0.10,5001,3,48.0-49.0,131072,1048576
20211121100326,10.0.0.6,47799,10.0.0.10,5001,3,49.0-50.0,131072,1048576
20211121100327,10.0.0.6,47799,10.0.0.10,5001,3,50.0-51.0,131072,1048576
20211121100328,10.0.0.6,47799,10.0.0.10,5001,3,51.0-52.0,131072,1048576
20211121100330,10.0.0.6,47799,10.0.0.10,5001,3,52.0-53.0,131072,1048576
20211121100330,10.0.0.6,47799,10.0.0.10,5001,3,53.0-54.0,0,0
20211121100331,10.0.0.6,47799,10.0.0.10,5001,3,54.0-55.0,131072,1048576
20211121100332,10.0.0.6,47799,10.0.0.10,5001,3,55.0-56.0,131072,1048576
20211121100333,10.0.0.6,47799,10.0.0.10,5001,3,56.0-57.0,131072,1048576
20211121100334,10.0.0.6,47799,10.0.0.10,5001,3,57.0-58.0,131072,1048576
