20211121093029,10.0.0.3,53774,10.0.0.10,5001,3,0.0-1.0,1310720,10485760
20211121093030,10.0.0.3,53774,10.0.0.10,5001,3,1.0-2.0,1179648,9437184
20211121093031,10.0.0.3,53774,10.0.0.10,5001,3,2.0-3.0,1179648,9437184
20211121093032,10.0.0.3,53774,10.0.0.10,5001,3,3.0-4.0,1179648,9437184
20211121093033,10.0.0.3,53774,10.0.0.10,5001,3,4.0-5.0,1310720,10485760
20211121093034,10.0.0.3,53774,10.0.0.10,5001,3,5.0-6.0,1179648,9437184
20211121093035,10.0.0.3,53774,10.0.0.10,5001,3,6.0-7.0,1179648,9437184
20211121093036,10.0.0.3,53774,10.0.0.10,5001,3,7.0-8.0,1179648,9437184
20211121093037,10.0.0.3,53774,10.0.0.10,5001,3,8.0-9.0,1179648,9437184
20211121093038,10.0.0.3,53774,10.0.0.10,5001,3,9.0-10.0,1179648,9437184
20211121093039,10.0.0.3,53774,10.0.0.10,5001,3,10.0-11.0,1179648,9437184
20211121093040,10.0.0.3,53774,10.0.0.10,5001,3,11.0-12.0,1179648,9437184
20211121093041,10.0.0.3,53774,10.0.0.10,5001,3,12.0-13.0,1310720,10485760
20211121093042,10.0.0.3,53774,10.0.0.10,5001,3,13.0-14.0,1179648,9437184
20211121093043,10.0.0.3,53774,10.0.0.10,5001,3,14.0-15.0,1179648,9437184
20211121093044,10.0.0.3,53774,10.0.0.10,5001,3,15.0-16.0,1179648,9437184
20211121093045,10.0.0.3,53774,10.0.0.10,5001,3,16.0-17.0,1179648,9437184
20211121093046,10.0.0.3,53774,10.0.0.10,5001,3,17.0-18.0,1179648,9437184
20211121093047,10.0.0.3,53774,10.0.0.10,5001,3,18.0-19.0,1179648,9437184
20211121093048,10.0.0.3,53774,10.0.0.10,5001,3,19.0-20.0,1179648,9437184
20211121093049,10.0.0.3,53774,10.0.0.10,5001,3,20.0-21.0,1179648,9437184
20211121093050,10.0.0.3,53774,10.0.0.10,5001,3,21.0-22.0,1179648,9437184
20211121093051,10.0.0.3,53774,10.0.0.10,5001,3,22.0-23.0,1310720,10485760
20211121093052,10.0.0.3,53774,10.0.0.10,5001,3,23.0-24.0,1179648,9437184
20211121093053,10.0.0.3,53774,10.0.0.10,5001,3,24.0-25.0,1179648,9437184
20211121093054,10.0.0.3,53774,10.0.0.10,5001,3,25.0-26.0,1179648,9437184
20211121093055,10.0.0.3,53774,10.0.0.10,5001,3,26.0-27.0,1179648,9437184
20211121093056,10.0.0.3,53774,10.0.0.10,5001,3,27.0-28.0,1179648,9437184
20211121093057,10.0.0.3,53774,10.0.0.10,5001,3,28.0-29.0,1179648,9437184
20211121093058,10.0.0.3,53774,10.0.0.10,5001,3,29.0-30.0,1310720,10485760
20211121093059,10.0.0.3,53774,10.0.0.10,5001,3,30.0-31.0,1179648,9437184
20211121093100,10.0.0.3,53774,10.0.0.10,5001,3,31.0-32.0,1179648,9437184
20211121093101,10.0.0.3,53774,10.0.0.10,5001,3,32.0-33.0,1179648,9437184
20211121093102,10.0.0.3,53774,10.0.0.10,5001,3,33.0-34.0,1179648,9437184
20211121093103,10.0.0.3,53774,10.0.0.10,5001,3,34.0-35.0,1179648,9437184
20211121093104,10.0.0.3,53774,10.0.0.10,5001,3,35.0-36.0,1179648,9437184
20211121093105,10.0.0.3,53774,10.0.0.10,5001,3,36.0-37.0,1310720,10485760
20211121093106,10.0.0.3,53774,10.0.0.10,5001,3,37.0-38.0,1179648,9437184
20211121093107,10.0.0.3,53774,10.0.0.10,5001,3,38.0-39.0,1179648,9437184
20211121093108,10.0.0.3,53774,10.0.0.10,5001,3,39.0-40.0,1179648,9437184
20211121093109,10.0.0.3,53774,10.0.0.10,5001,3,40.0-41.0,1179648,9437184
20211121093110,10.0.0.3,53774,10.0.0.10,5001,3,41.0-42.0,1179648,9437184
20211121093111,10.0.0.3,53774,10.0.0.10,5001,3,42.0-43.0,1179648,9437184
20211121093112,10.0.0.3,53774,10.0.0.10,5001,3,43.0-44.0,1179648,9437184
20211121093113,10.0.0.3,53774,10.0.0.10,5001,3,44.0-45.0,1179648,9437184
20211121093114,10.0.0.3,53774,10.0.0.10,5001,3,45.0-46.0,1179648,9437184
20211121093115,10.0.0.3,53774,10.0.0.10,5001,3,46.0-47.0,1310720,10485760
20211121093116,10.0.0.3,53774,10.0.0.10,5001,3,47.0-48.0,1179648,9437184
20211121093117,10.0.0.3,53774,10.0.0.10,5001,3,48.0-49.0,1179648,9437184
20211121093118,10.0.0.3,53774,10.0.0.10,5001,3,49.0-50.0,1179648,9437184
20211121093119,10.0.0.3,53774,10.0.0.10,5001,3,50.0-51.0,1179648,9437184
20211121093120,10.0.0.3,53774,10.0.0.10,5001,3,51.0-52.0,1179648,9437184
20211121093121,10.0.0.3,53774,10.0.0.10,5001,3,52.0-53.0,1179648,9437184
20211121093122,10.0.0.3,53774,10.0.0.10,5001,3,53.0-54.0,1179648,9437184
20211121093123,10.0.0.3,53774,10.0.0.10,5001,3,54.0-55.0,1310720,10485760
20211121093124,10.0.0.3,53774,10.0.0.10,5001,3,55.0-56.0,1179648,9437184
20211121093125,10.0.0.3,53774,10.0.0.10,5001,3,56.0-57.0,1179648,9437184
20211121093126,10.0.0.3,53774,10.0.0.10,5001,3,57.0-58.0,1179648,9437184
20211121093127,10.0.0.3,53774,10.0.0.10,5001,3,58.0-59.0,1179648,9437184
20211121093128,10.0.0.3,53774,10.0.0.10,5001,3,59.0-60.0,1179648,9437184
