20211119023203,10.0.0.6,36675,10.0.0.9,5001,3,0.0-1.0,132300,1058400
20211119023204,10.0.0.6,36675,10.0.0.9,5001,3,1.0-2.0,130830,1046640
20211119023205,10.0.0.6,36675,10.0.0.9,5001,3,2.0-3.0,130830,1046640
20211119023206,10.0.0.6,36675,10.0.0.9,5001,3,3.0-4.0,130830,1046640
20211119023207,10.0.0.6,36675,10.0.0.9,5001,3,4.0-5.0,130830,1046640
20211119023208,10.0.0.6,36675,10.0.0.9,5001,3,5.0-6.0,130830,1046640
20211119023209,10.0.0.6,36675,10.0.0.9,5001,3,6.0-7.0,132300,1058400
20211119023210,10.0.0.6,36675,10.0.0.9,5001,3,7.0-8.0,130830,1046640
20211119023211,10.0.0.6,36675,10.0.0.9,5001,3,8.0-9.0,130830,1046640
20211119023212,10.0.0.6,36675,10.0.0.9,5001,3,9.0-10.0,130830,1046640
20211119023213,10.0.0.6,36675,10.0.0.9,5001,3,10.0-11.0,130830,1046640
20211119023214,10.0.0.6,36675,10.0.0.9,5001,3,11.0-12.0,130830,1046640
20211119023215,10.0.0.6,36675,10.0.0.9,5001,3,12.0-13.0,132300,1058400
20211119023216,10.0.0.6,36675,10.0.0.9,5001,3,13.0-14.0,130830,1046640
20211119023217,10.0.0.6,36675,10.0.0.9,5001,3,14.0-15.0,130830,1046640
20211119023218,10.0.0.6,36675,10.0.0.9,5001,3,15.0-16.0,130830,1046640
20211119023219,10.0.0.6,36675,10.0.0.9,5001,3,16.0-17.0,130830,1046640
20211119023220,10.0.0.6,36675,10.0.0.9,5001,3,17.0-18.0,130830,1046640
20211119023221,10.0.0.6,36675,10.0.0.9,5001,3,18.0-19.0,132300,1058400
20211119023222,10.0.0.6,36675,10.0.0.9,5001,3,19.0-20.0,130830,1046640
20211119023223,10.0.0.6,36675,10.0.0.9,5001,3,20.0-21.0,130830,1046640
20211119023224,10.0.0.6,36675,10.0.0.9,5001,3,21.0-22.0,130830,1046640
20211119023225,10.0.0.6,36675,10.0.0.9,5001,3,22.0-23.0,130830,1046640
20211119023226,10.0.0.6,36675,10.0.0.9,5001,3,23.0-24.0,130830,1046640
20211119023227,10.0.0.6,36675,10.0.0.9,5001,3,24.0-25.0,132300,1058400
20211119023228,10.0.0.6,36675,10.0.0.9,5001,3,25.0-26.0,130830,1046640
20211119023229,10.0.0.6,36675,10.0.0.9,5001,3,26.0-27.0,130830,1046640
20211119023230,10.0.0.6,36675,10.0.0.9,5001,3,27.0-28.0,130830,1046640
20211119023231,10.0.0.6,36675,10.0.0.9,5001,3,28.0-29.0,130830,1046640
20211119023232,10.0.0.6,36675,10.0.0.9,5001,3,29.0-30.0,130830,1046640
20211119023233,10.0.0.6,36675,10.0.0.9,5001,3,30.0-31.0,132300,1058400
20211119023234,10.0.0.6,36675,10.0.0.9,5001,3,31.0-32.0,130830,1046640
20211119023235,10.0.0.6,36675,10.0.0.9,5001,3,32.0-33.0,130830,1046640
20211119023236,10.0.0.6,36675,10.0.0.9,5001,3,33.0-34.0,130830,1046640
20211119023237,10.0.0.6,36675,10.0.0.9,5001,3,34.0-35.0,130830,1046640
20211119023238,10.0.0.6,36675,10.0.0.9,5001,3,35.0-36.0,130830,1046640
20211119023239,10.0.0.6,36675,10.0.0.9,5001,3,36.0-37.0,132300,1058400
20211119023240,10.0.0.6,36675,10.0.0.9,5001,3,37.0-38.0,130830,1046640
20211119023241,10.0.0.6,36675,10.0.0.9,5001,3,38.0-39.0,130830,1046640
20211119023242,10.0.0.6,36675,10.0.0.9,5001,3,39.0-40.0,130830,1046640
20211119023243,10.0.0.6,36675,10.0.0.9,5001,3,40.0-41.0,130830,1046640
20211119023244,10.0.0.6,36675,10.0.0.9,5001,3,41.0-42.0,130830,1046640
20211119023245,10.0.0.6,36675,10.0.0.9,5001,3,42.0-43.0,132300,1058400
20211119023246,10.0.0.6,36675,10.0.0.9,5001,3,43.0-44.0,130830,1046640
20211119023247,10.0.0.6,36675,10.0.0.9,5001,3,44.0-45.0,130830,1046640
20211119023248,10.0.0.6,36675,10.0.0.9,5001,3,45.0-46.0,130830,1046640
20211119023249,10.0.0.6,36675,10.0.0.9,5001,3,46.0-47.0,130830,1046640
20211119023250,10.0.0.6,36675,10.0.0.9,5001,3,47.0-48.0,130830,1046640
20211119023251,10.0.0.6,36675,10.0.0.9,5001,3,48.0-49.0,132300,1058400
20211119023252,10.0.0.6,36675,10.0.0.9,5001,3,49.0-50.0,130830,1046640
20211119023253,10.0.0.6,36675,10.0.0.9,5001,3,50.0-51.0,130830,1046640
20211119023254,10.0.0.6,36675,10.0.0.9,5001,3,51.0-52.0,130830,1046640
20211119023255,10.0.0.6,36675,10.0.0.9,5001,3,52.0-53.0,130830,1046640
20211119023256,10.0.0.6,36675,10.0.0.9,5001,3,53.0-54.0,130830,1046640
20211119023257,10.0.0.6,36675,10.0.0.9,5001,3,54.0-55.0,132300,1058400
20211119023258,10.0.0.6,36675,10.0.0.9,5001,3,55.0-56.0,130830,1046640
20211119023259,10.0.0.6,36675,10.0.0.9,5001,3,56.0-57.0,130830,1046640
20211119023300,10.0.0.6,36675,10.0.0.9,5001,3,57.0-58.0,130830,1046640
20211119023301,10.0.0.6,36675,10.0.0.9,5001,3,58.0-59.0,130830,1046640
20211119023302,10.0.0.6,36675,10.0.0.9,5001,3,59.0-60.0,130830,1046640
20211119023303,10.0.0.6,36675,10.0.0.9,5001,3,60.0-61.0,20504,164032
