20211121160558,10.0.0.3,56096,10.0.0.10,5001,3,0.0-1.0,262144,2097152
20211121160558,10.0.0.3,56096,10.0.0.10,5001,3,1.0-2.0,0,0
20211121160600,10.0.0.3,56096,10.0.0.10,5001,3,2.0-3.0,131072,1048576
20211121160600,10.0.0.3,56096,10.0.0.10,5001,3,3.0-4.0,0,0
20211121160601,10.0.0.3,56096,10.0.0.10,5001,3,4.0-5.0,131072,1048576
20211121160601,10.0.0.3,56096,10.0.0.10,5001,3,5.0-6.0,0,0
20211121160603,10.0.0.3,56096,10.0.0.10,5001,3,6.0-7.0,131072,1048576
20211121160603,10.0.0.3,56096,10.0.0.10,5001,3,7.0-8.0,0,0
20211121160605,10.0.0.3,56096,10.0.0.10,5001,3,8.0-9.0,131072,1048576
20211121160605,10.0.0.3,56096,10.0.0.10,5001,3,9.0-10.0,0,0
20211121160608,10.0.0.3,56096,10.0.0.10,5001,3,10.0-11.0,131072,1048576
20211121160608,10.0.0.3,56096,10.0.0.10,5001,3,11.0-12.0,0,0
20211121160610,10.0.0.3,56096,10.0.0.10,5001,3,12.0-13.0,131072,1048576
20211121160610,10.0.0.3,56096,10.0.0.10,5001,3,13.0-14.0,0,0
20211121160611,10.0.0.3,56096,10.0.0.10,5001,3,14.0-15.0,131072,1048576
20211121160611,10.0.0.3,56096,10.0.0.10,5001,3,15.0-16.0,0,0
20211121160613,10.0.0.3,56096,10.0.0.10,5001,3,16.0-17.0,131072,1048576
20211121160613,10.0.0.3,56096,10.0.0.10,5001,3,17.0-18.0,0,0
20211121160615,10.0.0.3,56096,10.0.0.10,5001,3,18.0-19.0,131072,1048576
20211121160615,10.0.0.3,56096,10.0.0.10,5001,3,19.0-20.0,0,0
20211121160618,10.0.0.3,56096,10.0.0.10,5001,3,20.0-21.0,131072,1048576
20211121160618,10.0.0.3,56096,10.0.0.10,5001,3,21.0-22.0,0,0
20211121160619,10.0.0.3,56096,10.0.0.10,5001,3,22.0-23.0,131072,1048576
20211121160619,10.0.0.3,56096,10.0.0.10,5001,3,23.0-24.0,0,0
20211121160621,10.0.0.3,56096,10.0.0.10,5001,3,24.0-25.0,131072,1048576
20211121160621,10.0.0.3,56096,10.0.0.10,5001,3,25.0-26.0,0,0
20211121160623,10.0.0.3,56096,10.0.0.10,5001,3,26.0-27.0,131072,1048576
20211121160623,10.0.0.3,56096,10.0.0.10,5001,3,27.0-28.0,0,0
20211121160625,10.0.0.3,56096,10.0.0.10,5001,3,28.0-29.0,131072,1048576
20211121160625,10.0.0.3,56096,10.0.0.10,5001,3,29.0-30.0,0,0
